id,comercio,delta_predicho,fecha_ultimo,fecha_proximo_gasto
3f807aea5440658d4f81d3dd13149fb1074b93bf,AMAZON,23.07827684653046,2022-12-17,2023-01-09
3f807aea5440658d4f81d3dd13149fb1074b93bf,AMAZON PRIME,44.29367427003305,2023-01-23,2023-03-08
3f807aea5440658d4f81d3dd13149fb1074b93bf,APPLE,48.46783196310133,2023-01-27,2023-03-16
3f807aea5440658d4f81d3dd13149fb1074b93bf,CHEDRAUI,51.0,2022-07-07,2022-08-27
3f807aea5440658d4f81d3dd13149fb1074b93bf,CINEPOLIS,41.0,2022-07-16,2022-08-26
3f807aea5440658d4f81d3dd13149fb1074b93bf,FARMACIAS GUADALAJARA,0.0,2022-04-17,2022-04-17
3f807aea5440658d4f81d3dd13149fb1074b93bf,FARMACIAS SIMILARES,225.0,2022-11-24,2023-07-07
3f807aea5440658d4f81d3dd13149fb1074b93bf,HEB,0.0,2023-01-19,2023-01-19
3f807aea5440658d4f81d3dd13149fb1074b93bf,MELIMAS,9.633108792006965,2023-01-22,2023-02-01
3f807aea5440658d4f81d3dd13149fb1074b93bf,MERCADO PAGO,8.03011949505044,2023-01-21,2023-01-29
3f807aea5440658d4f81d3dd13149fb1074b93bf,NETFLIX,10.285775204667665,2022-10-23,2022-11-02
3f807aea5440658d4f81d3dd13149fb1074b93bf,OXXO,8.334244558393525,2022-09-16,2022-09-24
3f807aea5440658d4f81d3dd13149fb1074b93bf,SHEIN,104.0,2022-12-15,2023-03-29
3f807aea5440658d4f81d3dd13149fb1074b93bf,SORIANA,27.792602519156368,2023-01-18,2023-02-15
3f807aea5440658d4f81d3dd13149fb1074b93bf,SPOTIFY,28.0,2022-03-05,2022-04-02
3f807aea5440658d4f81d3dd13149fb1074b93bf,TEMU,272.0,2022-12-14,2023-09-12
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,AMAZON,30.07913122878086,2023-01-21,2023-02-20
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,AMAZON PRIME,30.37586539590804,2023-01-04,2023-02-03
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,CARLS JR,116.66666666666667,2023-01-18,2023-05-15
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,COSTCO,27.94050309048285,2023-01-19,2023-02-16
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,COSTCO GAS,49.0,2023-01-19,2023-03-09
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,FARMACIAS DEL AHORRO,25.627551023133947,2022-12-03,2022-12-29
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,FARMACIAS SIMILARES,110.0,2022-12-17,2023-04-06
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,ITUNES,18.73990656204048,2022-12-28,2023-01-16
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,LIVERPOOL,121.5,2022-11-16,2023-03-18
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,MEGACABLE,34.066036588591274,2022-12-15,2023-01-18
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,MERCADO PAGO,78.8301271718155,2023-01-04,2023-03-24
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,NETFLIX,30.07319246134168,2023-01-06,2023-02-05
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,OXXO,107.0,2022-08-04,2022-11-19
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,SAMS CLUB,38.14459164060293,2022-12-01,2023-01-08
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,SEARS,106.0,2022-12-08,2023-03-24
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,SUPERCENTER,17.913768062737727,2023-01-26,2023-02-13
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,TEMU,0.0,2022-08-15,2022-08-15
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,UBER,151.0,2022-09-30,2023-02-28
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,UBER EATS,0.0,2022-09-13,2022-09-13
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,WALMART,70.60994780640517,2022-12-31,2023-03-12
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,7 ELEVEN,77.0,2022-08-18,2022-11-03
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,ALIEXPRESS,11.037549551562185,2022-10-05,2022-10-16
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,AMAZON,2.280382629000959,2023-01-27,2023-01-29
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,AMAZON PRIME,24.55959780337954,2023-01-13,2023-02-07
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,DIDI FOOD,251.0,2022-09-16,2023-05-25
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,FACEBOOK,10.5,2022-05-25,2022-06-04
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,GOOGLE,21.283317736126662,2022-10-28,2022-11-18
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,GOOGLE ONE,0.0,2022-08-21,2022-08-21
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,GOOGLE YOUTUBE,22.52059329153334,2023-01-21,2023-02-13
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,HEB,22.244440247155676,2022-11-13,2022-12-05
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,MERCADO PAGO,18.262369345874465,2023-01-21,2023-02-08
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,MICROSOFT,116.0,2022-12-15,2023-04-10
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,NETFLIX,2.205972041591999,2023-01-15,2023-01-17
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,OXXO,15.463108811464043,2022-09-13,2022-09-28
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,OXXO GAS,302.0,2023-01-08,2023-11-06
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,RAPPI,24.459897407866958,2022-09-18,2022-10-12
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,SPOTIFY,1.1915169986501457,2022-08-20,2022-08-21
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,STARBUCKS,32.01713776265865,2022-08-12,2022-09-13
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,TELCEL,4.949777127071142,2023-01-28,2023-02-02
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,TEMU,30.666666666666668,2023-01-19,2023-02-19
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,UBER,5.413346583168776,2023-01-17,2023-01-22
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,UBER EATS,1.7385208600025357,2023-01-30,2023-02-01
3fb5cbc62935f4c3ffdffd687d89dbee1e3ab033,WALMART,22.90022375925573,2022-10-23,2022-11-15
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,7 ELEVEN,74.5,2022-12-15,2023-02-27
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,ADOBE,16.132937868029572,2023-01-22,2023-02-07
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,AMAZON,4.633582291165962,2023-01-17,2023-01-22
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,AMAZON PRIME,30.018404520543164,2022-09-01,2022-10-01
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,APPLE,24.862676082362924,2023-01-29,2023-02-23
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,CFE,75.5,2022-11-17,2023-02-01
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,COPPEL,77.75830537659544,2023-01-24,2023-04-12
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,GOOGLE,15.4077697977931,2022-09-10,2022-09-25
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,GOOGLE ONE,30.0,2023-01-19,2023-02-18
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,GOOGLE YOUTUBE,113.33333333333333,2023-01-04,2023-04-27
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,HEB,18.25,2023-01-19,2023-02-06
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,ITUNES,25.666568436181482,2022-09-29,2022-10-25
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,MERCADO PAGO,15.877653549984924,2023-01-23,2023-02-08
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,MERCADOPAGO,58.45191582368473,2023-01-10,2023-03-09
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,OPENAI,30.5,2022-12-08,2023-01-07
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,RAPPI,3.2408248822341466,2023-01-27,2023-01-30
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,RAPPIPRO,49.330002069375396,2023-01-27,2023-03-17
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,SOFT RAPPI,3.480458142076499,2023-01-30,2023-02-02
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,SORIANA,157.0,2022-08-23,2023-01-27
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,TELCEL,25.139773730885796,2023-01-02,2023-01-27
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,TEMU,8.230671695228324,2022-10-06,2022-10-14
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,TOTALPLAY,30.433863859124656,2023-01-21,2023-02-20
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,UBER,2.194518454713117,2023-01-10,2023-01-12
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,UBER EATS,2.687212322943425,2023-01-26,2023-01-29
3fe4f68c28036aa4b14033bcd4fd8d3b714248b2,UBRPAGOSMEX,5.5,2022-12-10,2022-12-16
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,AMAZON,8.139789623681523,2023-01-06,2023-01-14
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,AMAZON PRIME,25.747641171107997,2023-01-11,2023-02-06
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,APPLE,0.7678443467932005,2023-01-15,2023-01-16
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,CHEDRAUI,53.333333333333336,2022-06-16,2022-08-08
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,CINEPOLIS,48.31357704330685,2022-10-03,2022-11-20
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,DIDI,27.45253594107446,2022-12-27,2023-01-23
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,DIDI FOOD,-3.5673067488209984,2023-01-27,2023-01-23
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,DIDI RIDES,14.228805973256831,2023-01-04,2023-01-18
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,DIDIFOOD,23.011970365458723,2022-07-24,2022-08-16
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,FARMACIAS DEL AHORRO,37.5,2022-06-15,2022-07-23
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,FARMACIAS GUADALAJARA,15.70808501321422,2022-09-14,2022-09-30
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,FARMACIAS SIMILARES,239.0,2022-11-18,2023-07-15
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,IZZI,54.5,2022-09-28,2022-11-21
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,KUESKI PAY,11.759133540508474,2023-01-15,2023-01-27
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,MELIMAS,19.19115355855272,2023-01-19,2023-02-07
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,MERCADO PAGO,14.921863192276955,2023-01-21,2023-02-05
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,MI ATT,7.791891742902185,2023-01-21,2023-01-29
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,OXXO,18.09741689671894,2023-01-20,2023-02-07
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,PLAYSTATION NETWORK,61.333333333333336,2023-01-16,2023-03-18
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,STARBUCKS,147.0,2022-06-14,2022-11-08
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,UBER,1.814143380799382,2023-01-03,2023-01-05
40227d8067c3d0fd6cd1d6b8605cc310bc72692a,UBER EATS,7.949502833013569,2022-10-09,2022-10-17
4036de168267e3e8e12ead8c8d7f8181fdd8fe62,7 ELEVEN,57.0,2022-07-02,2022-08-28
4036de168267e3e8e12ead8c8d7f8181fdd8fe62,ATT,0.0,2022-12-04,2022-12-04
4036de168267e3e8e12ead8c8d7f8181fdd8fe62,CFE,59.0,2023-01-07,2023-03-07
4036de168267e3e8e12ead8c8d7f8181fdd8fe62,CINEPOLIS,63.5,2022-12-17,2023-02-19
4036de168267e3e8e12ead8c8d7f8181fdd8fe62,DIDI RIDES,89.75,2023-01-27,2023-04-27
4036de168267e3e8e12ead8c8d7f8181fdd8fe62,IZZI,123.0,2022-07-17,2022-11-17
4036de168267e3e8e12ead8c8d7f8181fdd8fe62,MELIMAS,16.534374588147333,2022-10-16,2022-11-02
4036de168267e3e8e12ead8c8d7f8181fdd8fe62,MERCADO PAGO,15.727728456334125,2023-01-21,2023-02-06
4036de168267e3e8e12ead8c8d7f8181fdd8fe62,MERCADOPAGO,107.33333333333333,2022-12-03,2023-03-20
4036de168267e3e8e12ead8c8d7f8181fdd8fe62,OXXO,13.551393740687464,2023-01-29,2023-02-12
4036de168267e3e8e12ead8c8d7f8181fdd8fe62,OXXO GAS,172.0,2023-01-17,2023-07-08
4036de168267e3e8e12ead8c8d7f8181fdd8fe62,SHEIN,240.0,2022-09-28,2023-05-26
4036de168267e3e8e12ead8c8d7f8181fdd8fe62,STARBUCKS,1.0,2022-01-13,2022-01-14
4036de168267e3e8e12ead8c8d7f8181fdd8fe62,SUPERCENTER,0.5,2022-03-25,2022-03-25
4036de168267e3e8e12ead8c8d7f8181fdd8fe62,UBER,92.5,2022-07-19,2022-10-19
4036de168267e3e8e12ead8c8d7f8181fdd8fe62,WALMART,23.0,2023-01-18,2023-02-10
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,APPLE,5.087670335504996,2023-01-18,2023-01-23
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,CFE,54.87891438565163,2023-01-02,2023-02-26
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,DIDI,5.5835502320353285,2023-01-22,2023-01-28
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,DIDI RIDES,0.6820520397677864,2023-01-30,2023-01-31
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,FARMACIAS DEL AHORRO,19.187665858083406,2022-07-16,2022-08-04
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,FARMACIAS GUADALAJARA,22.0,2022-05-10,2022-06-01
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,FARMACIAS SIMILARES,86.0,2022-08-16,2022-11-10
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,MEGACABLE,45.0,2022-12-16,2023-01-30
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,MI ATT,20.25,2022-03-23,2022-04-12
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,MICROSOFT,27.87072590221071,2023-01-26,2023-02-23
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,OXXO,2.9529797780549885,2023-01-30,2023-02-02
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,RAPPI,1.7606913672006865,2023-01-28,2023-01-30
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,RAPPIPRO,10.16817479943193,2023-01-23,2023-02-02
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,ROTOPLAS,5.266627719890319,2023-01-13,2023-01-18
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,SOFT RAPPI,0.6607187336255834,2023-01-19,2023-01-20
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,SORIANA,34.666666666666664,2022-04-28,2022-06-02
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,SPOTIFY,23.01083487106768,2023-01-21,2023-02-13
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,STARBUCKS,9.0,2022-04-11,2022-04-20
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,TELCEL,50.0,2022-03-26,2022-05-15
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,TEMU,0.0,2022-11-21,2022-11-21
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,UBER,0.8308165322114612,2023-01-11,2023-01-12
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,UBER EATS,9.628400140782619,2022-06-23,2022-07-03
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,VIX,32.81168292153591,2023-01-26,2023-02-28
40d7fb86daa5fefd3993e7146dc9cd6c4d2ba01d,WALMART,19.326228765460453,2022-11-15,2022-12-04
41fd688494d0501d17690da268251cca0dcc5ad9,ALSUPER,-2.201490735464219,2023-01-26,2023-01-24
41fd688494d0501d17690da268251cca0dcc5ad9,AMAZON,24.18622325548305,2023-01-11,2023-02-04
41fd688494d0501d17690da268251cca0dcc5ad9,CABLEYCOMUN,30.0,2022-05-14,2022-06-13
41fd688494d0501d17690da268251cca0dcc5ad9,CALIENTE,6.44302676750238,2022-12-26,2023-01-01
41fd688494d0501d17690da268251cca0dcc5ad9,CASHI ECOMMERCE,16.96715689139269,2023-01-25,2023-02-11
41fd688494d0501d17690da268251cca0dcc5ad9,CFE,50.5,2022-12-14,2023-02-02
41fd688494d0501d17690da268251cca0dcc5ad9,CHEDRAUI,91.0,2022-10-11,2023-01-10
41fd688494d0501d17690da268251cca0dcc5ad9,DIDI,48.25,2022-08-13,2022-09-30
41fd688494d0501d17690da268251cca0dcc5ad9,DIDI FOOD,10.0,2022-12-09,2022-12-19
41fd688494d0501d17690da268251cca0dcc5ad9,DIDI RIDES,32.056814301080216,2022-11-27,2022-12-29
41fd688494d0501d17690da268251cca0dcc5ad9,FACEBOOK,32.74608257203719,2023-01-15,2023-02-17
41fd688494d0501d17690da268251cca0dcc5ad9,FARMACIAS GUADALAJARA,28.974220282330517,2022-12-02,2022-12-31
41fd688494d0501d17690da268251cca0dcc5ad9,FARMACIAS SIMILARES,24.056654807160406,2023-01-30,2023-02-23
41fd688494d0501d17690da268251cca0dcc5ad9,MAX,29.999995175441835,2023-01-04,2023-02-03
41fd688494d0501d17690da268251cca0dcc5ad9,MEGACABLE,41.333333333333336,2022-09-04,2022-10-15
41fd688494d0501d17690da268251cca0dcc5ad9,MELIMAS,29.915559498060325,2023-01-26,2023-02-25
41fd688494d0501d17690da268251cca0dcc5ad9,MERCADO PAGO,13.941919597691944,2022-08-14,2022-08-28
41fd688494d0501d17690da268251cca0dcc5ad9,OXXO,8.571581684235227,2022-12-29,2023-01-07
41fd688494d0501d17690da268251cca0dcc5ad9,SORIANA,31.160844354820746,2023-01-26,2023-02-26
41fd688494d0501d17690da268251cca0dcc5ad9,SPOTIFY,30.07319246134168,2023-01-05,2023-02-04
41fd688494d0501d17690da268251cca0dcc5ad9,STARBUCKS,0.0,2023-01-30,2023-01-30
41fd688494d0501d17690da268251cca0dcc5ad9,TELCEL,37.63794551801912,2022-12-13,2023-01-20
41fd688494d0501d17690da268251cca0dcc5ad9,TEMU,21.843841491678212,2023-01-26,2023-02-17
41fd688494d0501d17690da268251cca0dcc5ad9,WALMART,52.98132976916874,2023-01-29,2023-03-23
42002c5946cbbb31b3aed033fcab553d27cc5ac9,AMAZON,19.333990569634437,2023-01-07,2023-01-26
42002c5946cbbb31b3aed033fcab553d27cc5ac9,CFE,43.216314477385886,2022-12-23,2023-02-04
42002c5946cbbb31b3aed033fcab553d27cc5ac9,CINEPOLIS,47.15622990555349,2022-12-25,2023-02-10
42002c5946cbbb31b3aed033fcab553d27cc5ac9,COSTCO,46.0,2022-08-02,2022-09-17
42002c5946cbbb31b3aed033fcab553d27cc5ac9,FACEBOOK,3.0,2022-02-13,2022-02-16
42002c5946cbbb31b3aed033fcab553d27cc5ac9,FARMACIAS GUADALAJARA,84.66666666666667,2022-09-26,2022-12-20
42002c5946cbbb31b3aed033fcab553d27cc5ac9,MERCADO PAGO,22.90991394301753,2023-01-20,2023-02-12
42002c5946cbbb31b3aed033fcab553d27cc5ac9,NETFLIX,22.06698330274294,2023-01-15,2023-02-06
42002c5946cbbb31b3aed033fcab553d27cc5ac9,OXXO,12.157824957265765,2023-01-17,2023-01-29
42002c5946cbbb31b3aed033fcab553d27cc5ac9,SAMS CLUB,25.810887960661038,2022-12-13,2023-01-08
42002c5946cbbb31b3aed033fcab553d27cc5ac9,SHEIN,101.66666666666667,2022-12-14,2023-03-26
42002c5946cbbb31b3aed033fcab553d27cc5ac9,SUPERCENTER,123.33333333333333,2023-01-23,2023-05-26
42002c5946cbbb31b3aed033fcab553d27cc5ac9,TELCEL,9.256195216195632,2023-01-29,2023-02-07
426ac9bd3514ee180c14dd1e9485af456a05b620,7 ELEVEN,330.0,2023-01-09,2023-12-05
426ac9bd3514ee180c14dd1e9485af456a05b620,AMAZON,25.48813847151849,2023-01-20,2023-02-14
426ac9bd3514ee180c14dd1e9485af456a05b620,APPLE,5.513526233759642,2023-01-28,2023-02-03
426ac9bd3514ee180c14dd1e9485af456a05b620,CFE,81.75,2022-12-29,2023-03-21
426ac9bd3514ee180c14dd1e9485af456a05b620,DIDI,-11.174163331597624,2022-11-20,2022-11-09
426ac9bd3514ee180c14dd1e9485af456a05b620,DIDI RIDES,3.063318938117107,2023-01-30,2023-02-02
426ac9bd3514ee180c14dd1e9485af456a05b620,FARMACIAS GUADALAJARA,40.44063498184682,2022-12-29,2023-02-07
426ac9bd3514ee180c14dd1e9485af456a05b620,HEB,6.275795343271227,2023-01-19,2023-01-25
426ac9bd3514ee180c14dd1e9485af456a05b620,MERCADO PAGO,18.0,2022-12-29,2023-01-16
426ac9bd3514ee180c14dd1e9485af456a05b620,NETFLIX,8.770902105181298,2023-01-05,2023-01-14
426ac9bd3514ee180c14dd1e9485af456a05b620,RAPPI,2.7056573736124703,2022-03-03,2022-03-06
426ac9bd3514ee180c14dd1e9485af456a05b620,SERV AGUA DREN,33.46149676784561,2023-01-03,2023-02-05
426ac9bd3514ee180c14dd1e9485af456a05b620,SHEIN,92.0,2023-01-10,2023-04-12
426ac9bd3514ee180c14dd1e9485af456a05b620,SMART,12.58877619125884,2023-01-18,2023-01-31
426ac9bd3514ee180c14dd1e9485af456a05b620,SORIANA,36.88073974959905,2023-01-18,2023-02-24
426ac9bd3514ee180c14dd1e9485af456a05b620,TELCEL,2.7233037512330274,2023-01-29,2023-02-01
426ac9bd3514ee180c14dd1e9485af456a05b620,TEMU,71.0,2023-01-05,2023-03-17
426ac9bd3514ee180c14dd1e9485af456a05b620,URBANI,10.313426209234525,2023-01-29,2023-02-08
427f0476fdcba1c99780578471e7d046c87573d8,7 ELEVEN,63.822859761682814,2023-01-20,2023-03-25
427f0476fdcba1c99780578471e7d046c87573d8,APLAZ,9.090634918773592,2023-01-21,2023-01-30
427f0476fdcba1c99780578471e7d046c87573d8,APLAZO,8.627437298639608,2023-01-26,2023-02-04
427f0476fdcba1c99780578471e7d046c87573d8,APPLE,12.75,2023-01-14,2023-01-27
427f0476fdcba1c99780578471e7d046c87573d8,BET365,17.51237049561566,2023-01-28,2023-02-15
427f0476fdcba1c99780578471e7d046c87573d8,CALIENTE,17.273185854704302,2023-01-30,2023-02-16
427f0476fdcba1c99780578471e7d046c87573d8,CFE,13.954841607460018,2022-03-27,2022-04-10
427f0476fdcba1c99780578471e7d046c87573d8,CINEPOLIS,41.8154135456638,2023-01-26,2023-03-09
427f0476fdcba1c99780578471e7d046c87573d8,FARMACIAS GUADALAJARA,3.0,2022-05-23,2022-05-26
427f0476fdcba1c99780578471e7d046c87573d8,HEB,54.5,2022-12-04,2023-01-27
427f0476fdcba1c99780578471e7d046c87573d8,LIVERPOOL,201.0,2022-09-03,2023-03-23
427f0476fdcba1c99780578471e7d046c87573d8,NETFLIX,30.07319246134168,2023-01-05,2023-02-04
427f0476fdcba1c99780578471e7d046c87573d8,OXXO,97.0,2022-09-21,2022-12-27
427f0476fdcba1c99780578471e7d046c87573d8,OXXO GAS,11.773089551264123,2023-01-01,2023-01-13
427f0476fdcba1c99780578471e7d046c87573d8,RAPPI,15.531846801144354,2023-01-25,2023-02-10
427f0476fdcba1c99780578471e7d046c87573d8,SAMS CLUB,55.0,2022-04-23,2022-06-17
427f0476fdcba1c99780578471e7d046c87573d8,SPOTIFY,29.986450608145677,2022-12-31,2023-01-30
427f0476fdcba1c99780578471e7d046c87573d8,STARBUCKS,94.35273788422069,2022-10-21,2023-01-23
427f0476fdcba1c99780578471e7d046c87573d8,TELCEL,27.124393582535212,2023-01-03,2023-01-30
427f0476fdcba1c99780578471e7d046c87573d8,UBER,16.97641708836278,2022-12-15,2023-01-01
427f0476fdcba1c99780578471e7d046c87573d8,UBER EATS,134.87296141122945,2022-12-20,2023-05-04
427f0476fdcba1c99780578471e7d046c87573d8,WALMART,36.75,2022-12-01,2023-01-07
42b33cf61850dadc4044d3cc852ce9982855afbd,7ELEVEN,105.0,2022-12-08,2023-03-23
42b33cf61850dadc4044d3cc852ce9982855afbd,AMAZON,103.33333333333333,2022-12-09,2023-03-22
42b33cf61850dadc4044d3cc852ce9982855afbd,AUDIBLE,30.37586539590804,2023-01-01,2023-01-31
42b33cf61850dadc4044d3cc852ce9982855afbd,CHEDRAUI,22.668225475804636,2023-01-02,2023-01-25
42b33cf61850dadc4044d3cc852ce9982855afbd,FARMACIAS DEL AHORRO,51.5,2022-06-29,2022-08-20
42b33cf61850dadc4044d3cc852ce9982855afbd,FARMACIAS GUADALAJARA,17.363210046749977,2023-01-28,2023-02-14
42b33cf61850dadc4044d3cc852ce9982855afbd,GOOGLE ONE,30.333333333333332,2023-01-28,2023-02-27
42b33cf61850dadc4044d3cc852ce9982855afbd,LIVERPOOL,0.0,2022-02-24,2022-02-24
42b33cf61850dadc4044d3cc852ce9982855afbd,OXXO,19.227512181417655,2023-01-11,2023-01-30
42b33cf61850dadc4044d3cc852ce9982855afbd,OXXO GAS,9.0,2022-07-11,2022-07-20
42b33cf61850dadc4044d3cc852ce9982855afbd,SAMS CLUB,8.0,2022-11-06,2022-11-14
42b33cf61850dadc4044d3cc852ce9982855afbd,SORIANA,85.33333333333333,2022-11-08,2023-02-01
42b33cf61850dadc4044d3cc852ce9982855afbd,SUPERCENTER,21.60029305733528,2023-01-21,2023-02-12
42b33cf61850dadc4044d3cc852ce9982855afbd,UBER,40.27236834909826,2023-01-17,2023-02-26
43413dd6f7abc3c23e31d06a5d098a50e5520367,7 ELEVEN,59.666666666666664,2022-09-22,2022-11-21
43413dd6f7abc3c23e31d06a5d098a50e5520367,AMAZON,8.987652215272421,2023-01-11,2023-01-20
43413dd6f7abc3c23e31d06a5d098a50e5520367,APPLE,3.0,2023-01-04,2023-01-07
43413dd6f7abc3c23e31d06a5d098a50e5520367,CFE,61.61759392397583,2022-12-23,2023-02-23
43413dd6f7abc3c23e31d06a5d098a50e5520367,CINEPOLIS,-17.975068058619076,2023-01-19,2023-01-01
43413dd6f7abc3c23e31d06a5d098a50e5520367,FARMACIAS DEL AHORRO,0.0,2022-09-21,2022-09-21
43413dd6f7abc3c23e31d06a5d098a50e5520367,FARMACIAS GUADALAJARA,29.273815056850637,2023-01-18,2023-02-16
43413dd6f7abc3c23e31d06a5d098a50e5520367,IZZI,26.06652055167417,2023-01-11,2023-02-06
